experiment_id,phase,result_file,dataset_id,dataset_sha256,dataset_bytes,seed,git_commit,utc_timestamp,config,codec_kind,n_relations,n_independent,recovered_bits,container_bytes,payload_bits,relation_description_bits,header_bits,framing_bits,crc_bits,leftover_bits,metadata_bits_total,accounting_total_bits,accounting_ok,raw_best_bytes,composed_best_bytes,composition_gap_bytes,composition_gap_pct,composition_gap_matched_bytes,codec_sets_match,available_raw_codecs,available_composed_codecs,raw_gap_bytes,roundtrip_ok,composed_roundtrip_mode,composed_roundtrip_ok,composed_roundtrip_n_checked,verdict,package_versions,platform,baseline_gzip9,baseline_zlib9,baseline_bz2_9,baseline_xz9,baseline_zstd19,baseline_brotli11,composed_gzip9,composed_zlib9,composed_bz2_9,composed_xz9,composed_zstd19,composed_brotli11
phase4_pack_gf2_n12800_k32_p32_s903,phase4,results/phase4_pack/phase4_pack_gf2_n12800_k32_p32_s903.json,gf2_n12800_k32_p32_s903,8dc9f5e95802607fa0b48cf2c000860aebddda74138037c5f5d05bc1082694c2,102400,903,2a4733c8e72b0657f50c6bc9767237162c6be7db-dirty,2026-08-29T11:02:22.872254+00:00,"{""codec"": ""gf2"", ""n_cols"": 64, ""n_info"": 32, ""n_parity"": 32, ""n_rows"": 12800, ""packed_baselines"": {""brotli11"": {""available"": true, ""bytes"": 51204, ""notes"": """"}, ""bz2_9"": {""available"": true, ""bytes"": 51773, ""notes"": """"}, ""gzip9"": {""available"": true, ""bytes"": 51238, ""notes"": """"}, ""xz9"": {""available"": true, ""bytes"": 51260, ""notes"": """"}, ""zlib9"": {""available"": true, ""bytes"": 51226, ""notes"": """"}, ""zstd19"": {""available"": true, ""bytes"": 51210, ""notes"": """"}}, ""packed_best_stat_bytes"": 51204, ""packed_n_relations"": 32, ""packed_payload_bytes"": 51200, ""packed_rank"": 32, ""payload_then_stat_bytes"": 51375, ""relation_header_crc_leftover_bytes"": 171, ""seed"": 903, ""size_label"": ""100KiB""}",GF2,32,32,409600,51371,409600,1088,216,0,32,32,1368,410968,True,102405,51375,51030,0.49831551193789364,51030,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",51034,True,,,,raw_gap+51034 comp_gap+51030,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,102453,102441,103236,102464,102412,102405,51409,51397,51948,51432,51381,51375
phase4_pack_gf2_n1280_k32_p32_s902,phase4,results/phase4_pack/phase4_pack_gf2_n1280_k32_p32_s902.json,gf2_n1280_k32_p32_s902,c78ca4eb1e539975d9aa8b76779a790da3ab91af027b14de14c2d22c1f4b97d6,10240,902,2a4733c8e72b0657f50c6bc9767237162c6be7db-dirty,2026-08-29T11:02:15.758748+00:00,"{""codec"": ""gf2"", ""n_cols"": 64, ""n_info"": 32, ""n_parity"": 32, ""n_rows"": 1280, ""packed_baselines"": {""brotli11"": {""available"": true, ""bytes"": 5124, ""notes"": """"}, ""bz2_9"": {""available"": true, ""bytes"": 5622, ""notes"": """"}, ""gzip9"": {""available"": true, ""bytes"": 5143, ""notes"": """"}, ""xz9"": {""available"": true, ""bytes"": 5180, ""notes"": """"}, ""zlib9"": {""available"": true, ""bytes"": 5131, ""notes"": """"}, ""zstd19"": {""available"": true, ""bytes"": 5130, ""notes"": """"}}, ""packed_best_stat_bytes"": 5124, ""packed_n_relations"": 32, ""packed_payload_bytes"": 5120, ""packed_rank"": 32, ""payload_then_stat_bytes"": 5295, ""relation_header_crc_leftover_bytes"": 171, ""seed"": 902, ""size_label"": ""10KiB""}",GF2,32,32,40960,5291,40960,1088,216,0,32,32,1368,42328,True,10244,5295,4949,0.48311206559937525,4949,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",4953,True,,,,raw_gap+4953 comp_gap+4949,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,10263,10251,10710,10300,10250,10244,5314,5302,5845,5352,5301,5295
phase4_scaling_gf2_affine_parity_n1280_k32_s910_affine,phase4,results/phase4_scaling/phase4_scaling_gf2_affine_parity_n1280_k32_s910_affine.json,gf2_affine_parity_n1280_k32_s910,098c5289141b45c3c1f8579449d3ab1961df0f8b7da42bff424d905b8305770c,5280,910,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:08:13.933701+00:00,"{""affine"": true, ""codec"": ""gf2_affine"", ""n_cols"": 33, ""n_info"": 32, ""n_parity"": 1, ""n_rows"": 1280, ""size_label"": ""affine10_aff""}",GF2,1,32,1280,5164,40960,66,216,6,32,32,352,41312,True,5284,5168,116,0.02195306585919758,116,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",120,True,,,,raw_gap+120 comp_gap+116,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,5303,5291,5780,5340,5290,5284,5187,5175,5671,5224,5174,5168
phase4_scaling_gf2_affine_parity_n1280_k32_s910_homogeneous,phase4,results/phase4_scaling/phase4_scaling_gf2_affine_parity_n1280_k32_s910_homogeneous.json,gf2_affine_parity_n1280_k32_s910,098c5289141b45c3c1f8579449d3ab1961df0f8b7da42bff424d905b8305770c,5280,910,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:08:12.183017+00:00,"{""affine"": false, ""codec"": ""gf2"", ""n_cols"": 33, ""n_info"": 32, ""n_parity"": 1, ""n_rows"": 1280, ""size_label"": ""affine10_hom""}",PASSTHROUGH,0,42240,0,5298,42240,0,112,0,32,0,144,42384,True,5284,5302,-18,-0.0034065102195306586,-18,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-14,True,,,,raw_gap-14 no_deduction header_perturbation-18,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,5303,5291,5780,5340,5290,5284,5321,5309,5787,5360,5308,5302
phase4_scaling_gf2_n12800_k32_p32_s903,phase4,results/phase4_scaling/phase4_scaling_gf2_n12800_k32_p32_s903.json,gf2_n12800_k32_p32_s903,8dc9f5e95802607fa0b48cf2c000860aebddda74138037c5f5d05bc1082694c2,102400,903,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:07:51.802748+00:00,"{""codec"": ""gf2"", ""n_cols"": 64, ""n_info"": 32, ""n_parity"": 32, ""n_rows"": 12800, ""seed"": 903, ""size_label"": ""100KiB""}",GF2,32,32,409600,51371,409600,1088,216,0,32,32,1368,410968,True,102405,51375,51030,0.49831551193789364,51030,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",51034,True,,,,raw_gap+51034 comp_gap+51030,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,102453,102441,103236,102464,102412,102405,51409,51397,51948,51432,51381,51375
phase4_scaling_gf2_n1280_k32_p32_s902,phase4,results/phase4_scaling/phase4_scaling_gf2_n1280_k32_p32_s902.json,gf2_n1280_k32_p32_s902,c78ca4eb1e539975d9aa8b76779a790da3ab91af027b14de14c2d22c1f4b97d6,10240,902,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:07:38.634298+00:00,"{""codec"": ""gf2"", ""n_cols"": 64, ""n_info"": 32, ""n_parity"": 32, ""n_rows"": 1280, ""seed"": 902, ""size_label"": ""10KiB""}",GF2,32,32,40960,5291,40960,1088,216,0,32,32,1368,42328,True,10244,5295,4949,0.48311206559937525,4949,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",4953,True,,,,raw_gap+4953 comp_gap+4949,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,10263,10251,10710,10300,10250,10244,5314,5302,5845,5352,5301,5295
phase4_scaling_gf2_n128_k32_p32_s901,phase4,results/phase4_scaling/phase4_scaling_gf2_n128_k32_p32_s901.json,gf2_n128_k32_p32_s901,73f53fb6064325fa48e7b380f80b062625763041368fd8719af9885fe6c8ba35,1024,901,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:07:17.740640+00:00,"{""codec"": ""gf2"", ""n_cols"": 64, ""n_info"": 32, ""n_parity"": 32, ""n_rows"": 128, ""seed"": 901, ""size_label"": ""1KiB""}",GF2,32,32,4096,683,4096,1088,216,0,32,32,1368,5464,True,1028,685,343,0.3336575875486381,343,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",345,True,,,,raw_gap+345 comp_gap+343,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,1047,1035,1344,1084,1034,1028,706,694,885,744,685,687
phase4_scaling_gf2_n32000_k32_p32_s904,phase4,results/phase4_scaling/phase4_scaling_gf2_n32000_k32_p32_s904.json,gf2_n32000_k32_p32_s904,cf4abb5ce3549c0bb9ec84d7c4091c844fcc95cbc0423bc7897717ad0a94a7cf,256000,904,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:08:10.778366+00:00,"{""codec"": ""gf2"", ""n_cols"": 64, ""n_info"": 32, ""n_parity"": 32, ""n_rows"": 32000, ""seed"": 904, ""size_label"": ""256KiB""}",GF2,32,32,1024000,128171,1024000,1088,216,0,32,32,1368,1025368,True,256005,128176,127829,0.49932227886174096,127829,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",127834,True,,,,raw_gap+127834 comp_gap+127829,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,256098,256086,257561,256072,256015,256005,128229,128217,129119,128240,128183,128176
phase4_natural_csv_fd_gf2,phase4_natural,results/phase4_natural/phase4_natural_csv_fd_gf2.json,csv_fd_n8000_s701,e3399b0a8a8f8c822b63a1fa071cbc1f385ea9d5df8ec8b02e68419627d9a60e,122204,701,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:24:13.636054+00:00,"{""category"": ""csv"", ""codec"": ""gf2_best"", ""label"": ""FD_in_text""}",GF2,15,49,229125,93699,748475,799,216,6,32,64,1117,749592,True,50904,72657,-21753,-0.4273338048090523,-21753,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-42795,True,,,,raw_gap-42795 comp_gap-21753,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,58775,58763,50904,54092,55302,51818,85263,85251,72657,80148,82444,77838
phase4_natural_csv_fd_tabular,phase4_natural,results/phase4_natural/phase4_natural_csv_fd_tabular.json,csv_fd_n8000_s701_int64,2d580f451c37fe8c2f9e1b6f52e978957ad4b5eea7801b1e288e3ff6dc2b564b,192000,701,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:24:44.969528+00:00,"{""codec"": ""tabular_affine"", ""label"": ""FD_elimination_prior_art"", ""n_cols"": 3}",TABULAR_AFFINE,1,2,512000,128044,1024000,105,208,7,32,0,352,1024352,True,43436,27876,15560,0.35822819780826964,15560,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-84608,True,,,,raw_gap-84608 comp_gap+15560,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,62317,62305,44124,43436,55561,56862,40176,40164,27876,28396,35869,40853
phase4_natural_enwik8_1mb,phase4_natural,results/phase4_natural/phase4_natural_enwik8_1mb.json,enwik8_prefix_1mb,369b688978f649681136198fb96db14c1616756260c55fb4b65e9bc049552cad,1000000,,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:28:33.500713+00:00,"{""category"": ""text"", ""codec"": ""gf2_best"", ""n_bytes"": 1000000}",PASSTHROUGH,0,8000000,0,1000018,8000000,0,112,0,32,0,144,8000144,True,281012,281092,-80,-0.0002846853515152378,-80,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-719006,True,,,,raw_gap-719006 no_deduction header_perturbation-80,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,355791,355779,281323,290692,300075,281012,355816,355804,281496,290744,300109,281092
phase4_natural_pe_prefix,phase4_natural,results/phase4_natural/phase4_natural_pe_prefix.json,python_executable_prefix,91566dc8bb9a336c36c607ee0d5a5135e54ddce2418e2cd7728a49c8f098904a,104928,,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:22:30.679209+00:00,"{""category"": ""binary"", ""codec"": ""gf2_best"", ""max_bytes"": 256000}",PASSTHROUGH,0,839424,0,104946,839424,0,112,0,32,0,144,839568,True,51104,51128,-24,-0.000469630557294928,-24,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-53842,True,,,,raw_gap-53842 no_deduction header_perturbation-24,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,54617,54605,57234,51104,52977,51354,54629,54617,57258,51128,52985,51313
phase4_natural_stdlib_py,phase4_natural,results/phase4_natural/phase4_natural_stdlib_py.json,python_stdlib_py_prefix,a01713a2ee043fc28e0564c7f291b27420b27707c1bc193b3b869e84107f3541,400000,,aea7e6c079bc54aa2fa4dd95815dd107e0bc050d-dirty,2026-08-29T10:22:00.749485+00:00,"{""category"": ""source_code"", ""codec"": ""gf2_best"", ""max_bytes"": 400000}",GF2,1,7,400000,350037,2800000,15,216,1,32,32,296,2800296,True,74546,139723,-65177,-0.8743192122984466,-65177,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-275491,True,,,,raw_gap-275491 comp_gap-65177,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,89041,89029,76863,77204,78927,74546,169365,169353,139723,146160,149359,147727
phase4_paq8l_l3_gf2_n1280_k32_p32_s902,phase4_paq,results/phase4_paq/phase4_paq8l_l3_gf2_n1280_k32_p32_s902.json,gf2_n1280_k32_p32_s902,c78ca4eb1e539975d9aa8b76779a790da3ab91af027b14de14c2d22c1f4b97d6,10240,902,c50c71ef25b848656c26732f25d7206482f77e93-dirty,2026-08-29T11:21:15.706494+00:00,"{""codec"": ""gf2"", ""n_cols"": 64, ""n_info"": 32, ""n_parity"": 32, ""n_rows"": 1280, ""paq"": ""paq8l"", ""paq8l_dedc_bytes"": 5331, ""paq8l_dedc_error"": """", ""paq8l_dedc_seconds"": 2.504540599999018, ""paq8l_exe"": ""paq8l.exe"", ""paq8l_level"": 3, ""paq8l_raw_bytes"": 10299, ""paq8l_raw_error"": """", ""paq8l_raw_minus_paq_dedc"": 4968, ""paq8l_raw_seconds"": 2.460120400006417, ""paq8l_vs_dedc"": 5008, ""paq_level"": 3, ""seed"": 902}",GF2,32,32,40960,5291,40960,1088,216,0,32,32,1368,42328,True,10244,5295,4949,0.48311206559937525,4949,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",4953,True,,,,raw_gap+4953 comp_gap+4949,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,10263,10251,10710,10300,10250,10244,5314,5302,5845,5352,5301,5295
phase4_paq8l_l8_gf2_n1280_k32_p32_s902,phase4_paq,results/phase4_paq/phase4_paq8l_l8_gf2_n1280_k32_p32_s902.json,gf2_n1280_k32_p32_s902,c78ca4eb1e539975d9aa8b76779a790da3ab91af027b14de14c2d22c1f4b97d6,10240,902,3029ca42afa94a00d5b62447b6f43afbe729f7bb-dirty,2026-08-29T11:42:17.638448+00:00,"{""codec"": ""gf2"", ""n_cols"": 64, ""n_info"": 32, ""n_parity"": 32, ""n_rows"": 1280, ""paq"": ""paq8l"", ""paq8l_dedc_bytes"": 5347, ""paq8l_dedc_error"": """", ""paq8l_dedc_seconds"": 11.490288200002396, ""paq8l_exe"": ""paq8l.exe"", ""paq8l_level"": 8, ""paq8l_raw_bytes"": 10321, ""paq8l_raw_error"": """", ""paq8l_raw_minus_paq_dedc"": 4974, ""paq8l_raw_seconds"": 14.503557999996701, ""paq8l_vs_dedc"": 5030, ""paq_level"": 8, ""seed"": 902}",GF2,32,32,40960,5291,40960,1088,216,0,32,32,1368,42328,True,10244,5295,4949,0.48311206559937525,4949,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",4953,True,,,,raw_gap+4953 comp_gap+4949,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,10263,10251,10710,10300,10250,10244,5314,5302,5845,5352,5301,5295
phase4_paq8px_v216_l4_gf2_n1280_k32_p32_s902,phase4_paq,results/phase4_paq/phase4_paq8px_v216_l4_gf2_n1280_k32_p32_s902.json,gf2_n1280_k32_p32_s902,c78ca4eb1e539975d9aa8b76779a790da3ab91af027b14de14c2d22c1f4b97d6,10240,902,13c875ba6ddbeb459209ac42d28299c8b2748269-dirty,2026-08-29T12:25:59.888012+00:00,"{""codec"": ""gf2"", ""n_cols"": 64, ""n_info"": 32, ""n_parity"": 32, ""n_rows"": 1280, ""paq"": ""paq8px"", ""paq8px_dedc_bytes"": 5289, ""paq8px_dedc_error"": """", ""paq8px_dedc_seconds"": 9.451457499992102, ""paq8px_exe"": ""paq8px.exe"", ""paq8px_level"": 4, ""paq8px_raw_bytes"": 10262, ""paq8px_raw_error"": """", ""paq8px_raw_minus_paq_dedc"": 4973, ""paq8px_raw_seconds"": 14.746529099997133, ""paq8px_version"": ""v216"", ""paq8px_vs_dedc"": 4971, ""paq_level"": 4, ""paq_version"": ""v216"", ""seed"": 902}",GF2,32,32,40960,5291,40960,1088,216,0,32,32,1368,42328,True,10244,5295,4949,0.48311206559937525,4949,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",4953,True,,,,raw_gap+4953 comp_gap+4949,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,10263,10251,10710,10300,10250,10244,5314,5302,5845,5352,5301,5295
phase4_paq8px_v216_l8_gf2_n1280_k32_p32_s902,phase4_paq,results/phase4_paq/phase4_paq8px_v216_l8_gf2_n1280_k32_p32_s902.json,gf2_n1280_k32_p32_s902,c78ca4eb1e539975d9aa8b76779a790da3ab91af027b14de14c2d22c1f4b97d6,10240,902,13c875ba6ddbeb459209ac42d28299c8b2748269-dirty,2026-08-29T12:26:50.973895+00:00,"{""codec"": ""gf2"", ""n_cols"": 64, ""n_info"": 32, ""n_parity"": 32, ""n_rows"": 1280, ""paq"": ""paq8px"", ""paq8px_dedc_bytes"": 5288, ""paq8px_dedc_error"": """", ""paq8px_dedc_seconds"": 18.59284570001182, ""paq8px_exe"": ""paq8px.exe"", ""paq8px_level"": 8, ""paq8px_raw_bytes"": 10261, ""paq8px_raw_error"": """", ""paq8px_raw_minus_paq_dedc"": 4973, ""paq8px_raw_seconds"": 50.03537279999, ""paq8px_version"": ""v216"", ""paq8px_vs_dedc"": 4970, ""paq_level"": 8, ""paq_version"": ""v216"", ""seed"": 902}",GF2,32,32,40960,5291,40960,1088,216,0,32,32,1368,42328,True,10244,5295,4949,0.48311206559937525,4949,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",4953,True,,,,raw_gap+4953 comp_gap+4949,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,10263,10251,10710,10300,10250,10244,5314,5302,5845,5352,5301,5295
phase4_silesia_dickens_p512000,phase4_silesia,results/phase4_silesia/phase4_silesia_dickens_p512000.json,silesia_dickens_prefix_512000,3d2b8a388908b800ded23f8d2f6b3e181c9951fef6039649acd04d51ccd462f6,512000,,2a4733c8e72b0657f50c6bc9767237162c6be7db-dirty,2026-08-29T11:12:06.047769+00:00,"{""category"": ""silesia"", ""codec"": ""gf2_best"", ""label"": ""public_corpus_prefix"", ""member"": ""dickens"", ""n_bytes"": 512000}",GF2,1,31,128000,496043,3968000,63,216,1,32,32,344,3968344,True,140096,254775,-114679,-0.8185744061215167,-114679,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-355947,True,,,,raw_gap-355947 comp_gap-114679,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,189030,189018,140096,157680,159503,153774,373112,373100,254775,295180,301752,296576
phase4_silesia_mozilla_p512000,phase4_silesia,results/phase4_silesia/phase4_silesia_mozilla_p512000.json,silesia_mozilla_prefix_512000,8d9f453bbfc0e76473a247cecdba2895508d639caf70b5d66a20d43e5ea6d946,512000,,c50c71ef25b848656c26732f25d7206482f77e93-dirty,2026-08-29T11:19:39.515740+00:00,"{""category"": ""silesia"", ""codec"": ""gf2_best"", ""label"": ""public_corpus_prefix"", ""member"": ""mozilla"", ""n_bytes"": 512000}",PASSTHROUGH,0,4096000,0,512018,4096000,0,112,0,32,0,144,4096144,True,351104,351253,-149,-0.000424375683558148,-149,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-160914,True,,,,raw_gap-160914 no_deduction header_perturbation-149,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,361878,361866,366915,354780,353980,351104,361891,361879,366980,354792,353999,351253
phase4_silesia_mr_p512000,phase4_silesia,results/phase4_silesia/phase4_silesia_mr_p512000.json,silesia_mr_prefix_512000,cb9f37f22f8b8df7defee90d87b43b9ccc77377548f710d5471bcb5693e78bc1,512000,,c50c71ef25b848656c26732f25d7206482f77e93-dirty,2026-08-29T11:19:41.435053+00:00,"{""category"": ""silesia"", ""codec"": ""gf2_best"", ""label"": ""public_corpus_prefix"", ""member"": ""mr"", ""n_bytes"": 512000}",PASSTHROUGH,0,4096000,0,512018,4096000,0,112,0,32,0,144,4096144,True,114134,114212,-78,-0.0006834072230886502,-78,True,"brotli11,bz2_9,gzip9,xz9,zlib9,zstd19","brotli11,bz2_9,gzip9,xz9,zlib9,zstd19",-397884,True,,,,raw_gap-397884 no_deduction header_perturbation-78,"{""brotli"": ""1.2.0"", ""bz2"": ""stdlib"", ""gzip"": ""stdlib"", ""lzma"": ""stdlib"", ""numpy"": ""2.2.6"", ""python"": ""3.13.6"", ""zlib"": ""stdlib"", ""zstandard"": ""0.25.0""}",Windows-11-10.0.22631-SP0,169225,169213,114134,129152,149601,133181,169240,169228,114212,129340,149715,131865
